Hteam,Ateam,1,N,2,Result,TeamH,TeamA
Sunderland,West Ham,3.36,3.54,2.36,D,28.0,33.0
Sunderland,West Ham,3.17,3.4,2.29,D,28.0,33.0
Tottenham,Bournemouth,1.25,6.0,10.0,H,30.0,6.0
Tottenham,Bournemouth,1.25,6.0,11.0,H,30.0,6.0
Tottenham,Bournemouth,1.25,6.5,11.5,H,30.0,6.0
Tottenham,Bournemouth,1.3,6.67,12.45,H,30.0,6.0
Tottenham,Bournemouth,1.26,6.14,10.98,H,30.0,6.0
Watford,Swansea,2.4,3.3,2.9,H,31.0,29.0
Watford,Swansea,2.4,3.2,3.0,H,31.0,29.0
Watford,Swansea,2.5,3.3,3.1,H,31.0,29.0
Watford,Swansea,2.58,3.4,3.12,H,31.0,29.0
Watford,Swansea,2.48,3.23,2.98,H,31.0,29.0
Man United,Chelsea,2.55,3.2,2.8,H,19.0,10.0
Man United,Chelsea,2.5,3.2,2.88,H,19.0,10.0
Man United,Chelsea,2.6,3.2,3.0,H,19.0,10.0
Man United,Chelsea,2.82,3.3,3.0,H,19.0,10.0
Man United,Chelsea,2.63,3.15,2.87,H,19.0,10.0
West Brom,Liverpool,4.0,3.8,1.8,A,32.0,17.0
West Brom,Liverpool,4.2,3.75,1.8,A,32.0,17.0
West Brom,Liverpool,4.5,3.7,1.87,A,32.0,17.0
West Brom,Liverpool,4.5,3.8,1.93,A,32.0,17.0
West Brom,Liverpool,4.29,3.6,1.87,A,32.0,17.0
Middlesbrough,Arsenal,7.0,4.0,1.5,A,20.0,0.0
Middlesbrough,Arsenal,6.5,4.2,1.5,A,20.0,0.0
Middlesbrough,Arsenal,6.5,4.33,1.55,A,20.0,0.0
Middlesbrough,Arsenal,7.0,4.5,1.57,A,20.0,0.0
Middlesbrough,Arsenal,6.33,4.25,1.53,A,20.0,0.0
Bournemouth,Middlesbrough,1.85,3.75,4.5,H,6.0,20.0
Bournemouth,Middlesbrough,1.83,3.4,4.5,H,6.0,20.0
Bournemouth,Middlesbrough,1.87,3.75,4.5,H,6.0,20.0
Bournemouth,Middlesbrough,1.93,3.8,4.5,H,6.0,20.0
Bournemouth,Middlesbrough,1.86,3.66,4.28,H,6.0,20.0
Hull,Watford,1.91,3.7,4.33,H,15.0,31.0
Hull,Watford,1.95,3.1,4.33,H,15.0,31.0
Hull,Watford,1.91,3.6,4.5,H,15.0,31.0
Hull,Watford,1.95,3.75,4.5,H,15.0,31.0
Hull,Watford,1.9,3.55,4.23,H,15.0,31.0
Swansea,Stoke,2.2,3.4,3.6,H,29.0,27.0
Swansea,Stoke,2.25,3.1,3.5,H,29.0,27.0
Swansea,Stoke,2.2,3.4,3.6,H,29.0,27.0
Swansea,Stoke,2.26,3.53,3.68,H,29.0,27.0
Swansea,Stoke,2.18,3.34,3.5,H,29.0,27.0
West Ham,Everton,3.3,3.6,2.25,D,33.0,12.0
West Ham,Everton,3.4,3.1,2.25,D,33.0,12.0
West Ham,Everton,3.25,3.6,2.3,D,33.0,12.0
West Ham,Everton,3.5,3.68,2.31,D,33.0,12.0
West Ham,Everton,3.23,3.51,2.22,D,33.0,12.0
Burnley,Man United,5.75,4.0,1.67,A,8.0,19.0
Burnley,Man United,6.0,3.2,1.7,A,8.0,19.0
Burnley,Man United,6.25,3.75,1.65,A,8.0,19.0
Burnley,Man United,6.25,4.0,1.71,A,8.0,19.0
Burnley,Man United,5.66,3.76,1.66,A,8.0,19.0
Liverpool,Crystal Palace,1.5,4.75,7.0,A,17.0,11.0
Liverpool,Crystal Palace,1.5,4.0,7.0,A,17.0,11.0
Liverpool,Crystal Palace,1.45,4.75,7.5,A,17.0,11.0
Liverpool,Crystal Palace,1.51,4.91,7.5,A,17.0,11.0
Liverpool,Crystal Palace,1.49,4.55,6.69,A,17.0,11.0
Chelsea,Southampton,1.45,4.6,8.5,H,10.0,26.0
Chelsea,Southampton,1.44,4.33,8.0,H,10.0,26.0
Chelsea,Southampton,1.45,4.6,8.0,H,10.0,26.0
Chelsea,Southampton,1.5,4.75,9.0,H,10.0,26.0
Chelsea,Southampton,1.44,4.56,8.02,H,10.0,26.0
Arsenal,Leicester,1.6,4.5,5.75,H,0.0,16.0
Arsenal,Leicester,1.57,4.2,5.5,H,0.0,16.0
Arsenal,Leicester,1.6,4.5,5.5,H,0.0,16.0
Arsenal,Leicester,1.64,4.55,6.0,H,0.0,16.0
Arsenal,Leicester,1.6,4.35,5.38,H,0.0,16.0
Crystal Palace,Tottenham,5.5,4.2,1.65,A,11.0,30.0
Crystal Palace,Tottenham,5.5,3.6,1.67,A,11.0,30.0
Crystal Palace,Tottenham,5.5,4.2,1.65,A,11.0,30.0
Crystal Palace,Tottenham,5.8,4.25,1.7,A,11.0,30.0
Crystal Palace,Tottenham,5.41,4.07,1.64,A,11.0,30.0
Middlesbrough,Sunderland,2.3,3.4,3.4,H,20.0,28.0
Middlesbrough,Sunderland,2.25,3.3,3.2,H,20.0,28.0
Middlesbrough,Sunderland,2.3,3.4,3.4,H,20.0,28.0
Middlesbrough,Sunderland,2.3,3.45,3.58,H,20.0,28.0
Middlesbrough,Sunderland,2.22,3.37,3.4,H,20.0,28.0
Man City,Man United,1.91,3.75,4.2,D,18.0,19.0
Man City,Man United,1.85,3.75,4.0,D,18.0,19.0
Man City,Man United,1.93,3.6,4.3,D,18.0,19.0
Man City,Man United,1.94,3.8,4.5,D,18.0,19.0
Man City,Man United,1.88,3.67,4.24,D,18.0,19.0
Crystal Palace,Burnley,1.75,3.5,4.75,A,11.0,8.0
Crystal Palace,Burnley,1.83,3.5,4.4,A,11.0,8.0
Crystal Palace,Burnley,1.8,3.6,5.0,A,11.0,8.0
Crystal Palace,Burnley,1.85,3.75,5.1,A,11.0,8.0
Crystal Palace,Burnley,1.8,3.56,4.81,A,11.0,8.0
Southampton,Hull,1.6,3.75,5.75,D,26.0,15.0
Southampton,Hull,1.67,3.8,5.0,D,26.0,15.0
Southampton,Hull,1.67,4.0,5.75,D,26.0,15.0
Southampton,Hull,1.72,4.06,5.77,D,26.0,15.0
Southampton,Hull,1.66,3.91,5.38,D,26.0,15.0
Stoke,West Ham,2.0,3.5,3.6,D,27.0,33.0
Stoke,West Ham,2.15,3.4,3.3,D,27.0,33.0
Stoke,West Ham,2.1,3.5,3.8,D,27.0,33.0
Stoke,West Ham,2.16,3.5,4.0,D,27.0,33.0
Stoke,West Ham,2.09,3.42,3.61,D,27.0,33.0
Sunderland,Bournemouth,3.0,3.4,2.3,A,28.0,6.0
Sunderland,Bournemouth,2.9,3.4,2.38,A,28.0,6.0
Sunderland,Bournemouth,3.0,3.6,2.45,A,28.0,6.0
Sunderland,Bournemouth,3.05,3.6,2.5,A,28.0,6.0
Sunderland,Bournemouth,2.95,3.48,2.39,A,28.0,6.0
West Brom,Leicester,2.4,3.5,2.75,A,32.0,16.0
West Brom,Leicester,2.5,3.3,2.8,A,32.0,16.0
West Brom,Leicester,2.6,3.4,2.9,A,32.0,16.0
West Brom,Leicester,2.6,3.5,2.98,A,32.0,16.0
West Brom,Leicester,2.5,3.35,2.86,A,32.0,16.0
Everton,Chelsea,3.5,3.6,2.0,A,12.0,10.0
Everton,Chelsea,3.5,3.5,2.05,A,12.0,10.0
Everton,Chelsea,3.9,3.7,2.0,A,12.0,10.0
Everton,Chelsea,3.9,3.7,2.1,A,12.0,10.0
Everton,Chelsea,3.68,3.53,2.03,A,12.0,10.0
Man United,Swansea,1.36,4.75,8.0,D,19.0,29.0
Man United,Swansea,1.36,4.75,8.5,D,19.0,29.0
Man United,Swansea,1.36,5.0,10.0,D,19.0,29.0
Man United,Swansea,1.43,5.5,10.06,D,19.0,29.0
Man United,Swansea,1.37,4.85,8.93,D,19.0,29.0
Middlesbrough,Man City,13.0,5.25,1.25,D,20.0,18.0
Middlesbrough,Man City,9.0,5.0,1.33,D,20.0,18.0
Middlesbrough,Man City,13.0,5.75,1.29,D,20.0,18.0
Middlesbrough,Man City,13.0,6.0,1.33,D,20.0,18.0
Middlesbrough,Man City,10.68,5.57,1.29,D,20.0,18.0
Tottenham,Arsenal,1.85,3.75,4.0,H,30.0,0.0
Tottenham,Arsenal,1.85,4.0,3.75,H,30.0,0.0
Tottenham,Arsenal,1.91,3.9,4.0,H,30.0,0.0
Tottenham,Arsenal,1.95,4.0,4.16,H,30.0,0.0
Tottenham,Arsenal,1.88,3.81,3.93,H,30.0,0.0
Watford,Liverpool,5.75,4.5,1.5,A,31.0,17.0
Watford,Liverpool,6.0,4.0,1.55,A,31.0,17.0
Watford,Liverpool,6.25,4.4,1.55,A,31.0,17.0
Watford,Liverpool,6.62,4.5,1.62,A,31.0,17.0
Watford,Liverpool,6.09,4.24,1.55,A,31.0,17.0
West Ham,Tottenham,8.5,5.25,1.4,H,33.0,30.0
West Ham,Tottenham,8.0,5.0,1.4,H,33.0,30.0
West Ham,Tottenham,9.0,5.25,1.36,H,33.0,30.0
West Ham,Tottenham,9.4,5.5,1.42,H,33.0,30.0
West Ham,Tottenham,8.54,5.11,1.37,H,33.0,30.0
Bournemouth,Stoke,2.25,3.6,3.3,D,6.0,27.0
Bournemouth,Stoke,2.25,3.2,3.3,D,6.0,27.0
Bournemouth,Stoke,2.25,3.6,3.3,D,6.0,27.0
Bournemouth,Stoke,2.25,3.6,3.5,D,6.0,27.0
Bournemouth,Stoke,2.2,3.47,3.32,D,6.0,27.0
Burnley,West Brom,2.25,3.3,3.6,D,8.0,32.0
Burnley,West Brom,2.25,3.2,3.3,D,8.0,32.0
Burnley,West Brom,2.3,3.2,3.6,D,8.0,32.0
Burnley,West Brom,2.31,3.5,4.1,D,8.0,32.0
Burnley,West Brom,2.24,3.19,3.52,D,8.0,32.0
Hull,Sunderland,1.44,4.75,8.0,A,15.0,28.0
Hull,Sunderland,1.44,4.33,7.5,A,15.0,28.0
Hull,Sunderland,1.45,4.75,8.0,A,15.0,28.0
Hull,Sunderland,1.51,4.75,8.0,A,15.0,28.0
Hull,Sunderland,1.45,4.53,7.32,A,15.0,28.0
Leicester,Watford,1.57,4.2,6.5,H,16.0,31.0
Leicester,Watford,1.57,3.75,6.5,H,16.0,31.0
Leicester,Watford,1.57,4.2,6.5,H,16.0,31.0
Leicester,Watford,1.61,4.25,7.0,H,16.0,31.0
Leicester,Watford,1.58,4.02,6.25,H,16.0,31.0
Man City,Crystal Palace,1.29,6.5,11.0,H,18.0,11.0
Man City,Crystal Palace,1.25,6.0,11.0,H,18.0,11.0
Man City,Crystal Palace,1.29,6.5,11.5,H,18.0,11.0
Man City,Crystal Palace,1.3,6.8,12.0,H,18.0,11.0
Man City,Crystal Palace,1.27,6.22,10.52,H,18.0,11.0
Swansea,Everton,2.8,3.5,2.63,H,29.0,12.0
Swansea,Everton,2.75,3.4,2.62,H,29.0,12.0
Swansea,Everton,2.8,3.5,2.63,H,29.0,12.0
Swansea,Everton,2.82,3.5,2.7,H,29.0,12.0
Swansea,Everton,2.76,3.38,2.6,H,29.0,12.0
Arsenal,Man United,1.91,3.7,4.33,H,0.0,19.0
Arsenal,Man United,1.91,3.6,4.2,H,0.0,19.0
Arsenal,Man United,1.91,3.7,4.3,H,0.0,19.0
Arsenal,Man United,2.1,3.75,4.33,H,0.0,19.0
Arsenal,Man United,1.92,3.61,4.11,H,0.0,19.0
Liverpool,Southampton,1.62,4.2,6.0,D,17.0,26.0
Liverpool,Southampton,1.62,4.0,6.0,D,17.0,26.0
Liverpool,Southampton,1.6,4.33,6.0,D,17.0,26.0
Liverpool,Southampton,1.62,4.33,6.5,D,17.0,26.0
Liverpool,Southampton,1.59,4.13,5.79,D,17.0,26.0
Chelsea,Middlesbrough,1.17,9.0,19.0,H,10.0,20.0
Chelsea,Middlesbrough,1.14,8.5,19.0,H,10.0,20.0
Chelsea,Middlesbrough,1.15,8.5,22.0,H,10.0,20.0
Chelsea,Middlesbrough,1.19,9.17,23.0,H,10.0,20.0
Chelsea,Middlesbrough,1.16,7.94,18.77,H,10.0,20.0
Southampton,Arsenal,3.6,3.8,2.05,A,26.0,0.0
Southampton,Arsenal,3.6,3.6,2.0,A,26.0,0.0
Southampton,Arsenal,3.6,3.8,2.05,A,26.0,0.0
Southampton,Arsenal,3.75,3.8,2.1,A,26.0,0.0
Southampton,Arsenal,3.58,3.64,2.04,A,26.0,0.0
Everton,Watford,1.5,4.5,7.5,H,12.0,31.0
Everton,Watford,1.44,4.33,7.0,H,12.0,31.0
Everton,Watford,1.45,4.8,7.5,H,12.0,31.0
Everton,Watford,1.5,4.8,8.05,H,12.0,31.0
Everton,Watford,1.45,4.57,7.39,H,12.0,31.0
West Brom,Chelsea,10.0,5.25,1.36,A,32.0,10.0
West Brom,Chelsea,10.0,4.4,1.36,A,32.0,10.0
West Brom,Chelsea,10.0,5.0,1.36,A,32.0,10.0
West Brom,Chelsea,10.0,5.5,1.41,A,32.0,10.0
West Brom,Chelsea,9.46,4.94,1.36,A,32.0,10.0
Bournemouth,Burnley,1.91,3.75,4.2,H,6.0,8.0
Bournemouth,Burnley,1.95,3.4,4.0,H,6.0,8.0
Bournemouth,Burnley,1.93,3.75,4.2,H,6.0,8.0
Bournemouth,Burnley,2.0,3.76,4.28,H,6.0,8.0
Bournemouth,Burnley,1.92,3.63,4.04,H,6.0,8.0
Man City,Leicester,1.25,7.0,12.0,H,18.0,16.0
Man City,Leicester,1.25,5.5,12.0,H,18.0,16.0
Man City,Leicester,1.22,7.0,12.0,H,18.0,16.0
Man City,Leicester,1.28,7.5,15.0,H,18.0,16.0
Man City,Leicester,1.23,6.56,12.42,H,18.0,16.0
Middlesbrough,Southampton,4.0,3.6,2.0,A,20.0,26.0
Middlesbrough,Southampton,3.6,3.4,2.05,A,20.0,26.0
Middlesbrough,Southampton,4.0,3.5,2.05,A,20.0,26.0
Middlesbrough,Southampton,4.1,3.68,2.07,A,20.0,26.0
Middlesbrough,Southampton,3.84,3.52,2.0,A,20.0,26.0
Stoke,Arsenal,4.75,4.1,1.75,A,27.0,0.0
Stoke,Arsenal,4.5,3.8,1.73,A,27.0,0.0
Stoke,Arsenal,4.6,4.1,1.75,A,27.0,0.0
Stoke,Arsenal,4.8,4.18,1.79,A,27.0,0.0
Stoke,Arsenal,4.56,4.0,1.74,A,27.0,0.0
Sunderland,Swansea,4.2,3.8,1.91,A,28.0,29.0
Sunderland,Swansea,4.0,3.5,1.91,A,28.0,29.0
Sunderland,Swansea,4.0,3.8,1.95,A,28.0,29.0
Sunderland,Swansea,4.25,3.85,1.97,A,28.0,29.0
Sunderland,Swansea,4.04,3.68,1.91,A,28.0,29.0
Crystal Palace,Hull,2.1,3.6,3.75,H,11.0,15.0
Crystal Palace,Hull,2.05,3.4,3.75,H,11.0,15.0
Crystal Palace,Hull,2.05,3.6,3.8,H,11.0,15.0
Crystal Palace,Hull,2.11,3.64,3.8,H,11.0,15.0
Crystal Palace,Hull,2.06,3.5,3.68,H,11.0,15.0
Tottenham,Man United,1.73,3.9,5.25,H,30.0,19.0
Tottenham,Man United,1.67,3.8,5.0,H,30.0,19.0
Tottenham,Man United,1.73,3.75,5.4,H,30.0,19.0
Tottenham,Man United,1.85,4.04,5.5,H,30.0,19.0
Tottenham,Man United,1.7,3.85,5.14,H,30.0,19.0
West Ham,Liverpool,5.25,4.0,1.7,A,33.0,17.0
West Ham,Liverpool,5.0,3.9,1.7,A,33.0,17.0
West Ham,Liverpool,5.5,4.0,1.67,A,33.0,17.0
West Ham,Liverpool,5.62,4.2,1.73,A,33.0,17.0
West Ham,Liverpool,5.26,3.94,1.67,A,33.0,17.0
Chelsea,Watford,1.25,6.75,13.0,H,10.0,31.0
Chelsea,Watford,1.25,6.0,11.0,H,10.0,31.0
Chelsea,Watford,1.22,6.5,13.0,H,10.0,31.0
Chelsea,Watford,1.33,7.15,14.5,H,10.0,31.0
Chelsea,Watford,1.24,6.54,12.61,H,10.0,31.0
Arsenal,Sunderland,1.09,13.0,29.0,H,0.0,28.0
Arsenal,Sunderland,1.1,9.0,26.0,H,0.0,28.0
Arsenal,Sunderland,1.11,11.5,26.0,H,0.0,28.0
Arsenal,Sunderland,1.12,13.62,32.75,H,0.0,28.0
Arsenal,Sunderland,1.09,11.35,26.47,H,0.0,28.0
Man City,West Brom,1.14,9.0,23.0,H,18.0,32.0
Man City,West Brom,1.14,7.5,21.0,H,18.0,32.0
Man City,West Brom,1.13,9.5,22.0,H,18.0,32.0
Man City,West Brom,1.15,10.39,29.0,H,18.0,32.0
Man City,West Brom,1.13,9.1,22.37,H,18.0,32.0
Southampton,Man United,2.75,3.3,2.8,D,26.0,19.0
Southampton,Man United,2.62,3.2,2.75,D,26.0,19.0
Southampton,Man United,2.75,3.3,2.8,D,26.0,19.0
Southampton,Man United,2.76,3.5,2.95,D,26.0,19.0
Southampton,Man United,2.67,3.27,2.75,D,26.0,19.0
Leicester,Tottenham,4.5,3.8,1.85,A,16.0,30.0
Leicester,Tottenham,4.5,3.5,1.8,A,16.0,30.0
Leicester,Tottenham,4.33,3.8,1.87,A,16.0,30.0
Leicester,Tottenham,4.5,3.8,2.0,A,16.0,30.0
Leicester,Tottenham,4.29,3.69,1.85,A,16.0,30.0
Arsenal,Everton,1.45,5.0,7.5,H,0.0,12.0
Arsenal,Everton,1.4,5.0,7.0,H,0.0,12.0
Arsenal,Everton,1.36,5.2,8.0,H,0.0,12.0
Arsenal,Everton,1.45,5.29,8.0,H,0.0,12.0
Arsenal,Everton,1.42,4.96,7.29,H,0.0,12.0
Burnley,West Ham,2.45,3.5,3.0,A,8.0,33.0
Burnley,West Ham,2.38,3.4,2.9,A,8.0,33.0
Burnley,West Ham,2.38,3.5,3.13,A,8.0,33.0
Burnley,West Ham,2.45,3.5,3.26,A,8.0,33.0
Burnley,West Ham,2.38,3.4,3.02,A,8.0,33.0
Chelsea,Sunderland,1.14,9.0,23.0,H,10.0,28.0
Chelsea,Sunderland,1.15,7.5,17.0,H,10.0,28.0
Chelsea,Sunderland,1.13,9.0,26.0,H,10.0,28.0
Chelsea,Sunderland,1.2,9.55,26.0,H,10.0,28.0
Chelsea,Sunderland,1.15,8.17,19.89,H,10.0,28.0
Hull,Tottenham,7.0,4.75,1.5,A,15.0,30.0
Hull,Tottenham,6.0,4.2,1.53,A,15.0,30.0
Hull,Tottenham,6.5,4.6,1.53,A,15.0,30.0
Hull,Tottenham,7.0,4.75,1.6,A,15.0,30.0
Hull,Tottenham,6.09,4.4,1.53,A,15.0,30.0
Leicester,Bournemouth,2.0,3.6,4.0,D,16.0,6.0
Leicester,Bournemouth,1.95,3.75,3.6,D,16.0,6.0
Leicester,Bournemouth,1.93,3.75,4.1,D,16.0,6.0
Leicester,Bournemouth,2.0,3.85,4.35,D,16.0,6.0
Leicester,Bournemouth,1.92,3.67,3.95,D,16.0,6.0
Liverpool,Middlesbrough,1.14,9.0,23.0,H,17.0,20.0
Liverpool,Middlesbrough,1.1,9.0,26.0,H,17.0,20.0
Liverpool,Middlesbrough,1.11,9.0,31.0,H,17.0,20.0
Liverpool,Middlesbrough,1.15,9.5,31.75,H,17.0,20.0
Liverpool,Middlesbrough,1.12,8.61,26.64,H,17.0,20.0
Man United,Crystal Palace,2.5,3.3,3.1,H,19.0,11.0
Man United,Crystal Palace,2.5,3.3,2.8,H,19.0,11.0
Man United,Crystal Palace,2.5,3.4,3.0,H,19.0,11.0
Man United,Crystal Palace,2.6,3.5,3.19,H,19.0,11.0
Man United,Crystal Palace,2.48,3.31,2.94,H,19.0,11.0
Southampton,Stoke,1.8,3.8,4.75,A,26.0,27.0
Southampton,Stoke,1.75,3.75,4.5,A,26.0,27.0
Southampton,Stoke,1.8,3.8,4.5,A,26.0,27.0
Southampton,Stoke,1.8,3.95,5.0,A,26.0,27.0
Southampton,Stoke,1.77,3.79,4.6,A,26.0,27.0
Swansea,West Brom,2.1,3.5,3.75,H,29.0,32.0
Swansea,West Brom,2.05,3.5,3.5,H,29.0,32.0
Swansea,West Brom,2.05,3.6,3.75,H,29.0,32.0
Swansea,West Brom,2.1,3.68,3.8,H,29.0,32.0
Swansea,West Brom,2.06,3.51,3.63,H,29.0,32.0
Watford,Man City,11.0,6.0,1.3,A,31.0,18.0
Watford,Man City,10.0,5.5,1.29,A,31.0,18.0
Watford,Man City,13.0,6.0,1.25,A,31.0,18.0
Watford,Man City,13.0,6.25,1.31,A,31.0,18.0
Watford,Man City,10.78,5.9,1.28,A,31.0,18.0
Arsenal,Leicester,1.53,4.5,6.5,H,0.0,16.0
Arsenal,Leicester,1.53,4.2,6.0,H,0.0,16.0
Arsenal,Leicester,1.53,4.5,6.5,H,0.0,16.0
Arsenal,Leicester,1.55,4.6,6.89,H,0.0,16.0
Arsenal,Leicester,1.51,4.43,6.44,H,0.0,16.0
Brighton,Man City,11.0,5.5,1.33,A,7.0,18.0
Brighton,Man City,10.0,4.8,1.33,A,7.0,18.0
Brighton,Man City,10.0,5.5,1.33,A,7.0,18.0
Brighton,Man City,11.5,5.6,1.36,A,7.0,18.0
Brighton,Man City,10.1,5.25,1.32,A,7.0,18.0
Chelsea,Burnley,1.25,6.5,15.0,A,10.0,8.0
Chelsea,Burnley,1.25,5.5,13.0,A,10.0,8.0
Chelsea,Burnley,1.25,6.25,15.0,A,10.0,8.0
Chelsea,Burnley,1.27,6.55,15.5,A,10.0,8.0
Chelsea,Burnley,1.24,6.06,13.67,A,10.0,8.0
Crystal Palace,Huddersfield,1.83,3.6,5.0,A,11.0,14.0
Crystal Palace,Huddersfield,1.8,3.3,5.0,A,11.0,14.0
Crystal Palace,Huddersfield,1.83,3.6,5.0,A,11.0,14.0
Crystal Palace,Huddersfield,1.86,3.65,5.11,A,11.0,14.0
Crystal Palace,Huddersfield,1.81,3.5,4.82,A,11.0,14.0
Everton,Stoke,1.7,3.8,5.75,H,12.0,27.0
Everton,Stoke,1.7,3.5,5.5,H,12.0,27.0
Everton,Stoke,1.7,3.8,5.75,H,12.0,27.0
Everton,Stoke,1.71,3.85,6.0,H,12.0,27.0
Everton,Stoke,1.69,3.69,5.5,H,12.0,27.0
Southampton,Swansea,1.62,4.0,6.5,D,26.0,29.0
Southampton,Swansea,1.62,3.6,6.0,D,26.0,29.0
Southampton,Swansea,1.65,4.0,5.5,D,26.0,29.0
Southampton,Swansea,1.66,4.05,6.5,D,26.0,29.0
Southampton,Swansea,1.61,3.84,5.98,D,26.0,29.0
Watford,Liverpool,6.0,4.2,1.62,D,31.0,17.0
Watford,Liverpool,5.5,3.8,1.62,D,31.0,17.0
Watford,Liverpool,6.0,4.0,1.65,D,31.0,17.0
Watford,Liverpool,6.5,4.3,1.65,D,31.0,17.0
Watford,Liverpool,5.75,4.06,1.6,D,31.0,17.0
West Brom,Bournemouth,2.4,3.3,3.3,H,32.0,6.0
West Brom,Bournemouth,2.5,3.1,3.0,H,32.0,6.0
West Brom,Bournemouth,2.5,3.3,3.13,H,32.0,6.0
West Brom,Bournemouth,2.5,3.3,3.3,H,32.0,6.0
West Brom,Bournemouth,2.43,3.19,3.11,H,32.0,6.0
Man United,West Ham,1.3,5.75,12.0,H,19.0,33.0
Man United,West Ham,1.3,5.0,11.0,H,19.0,33.0
Man United,West Ham,1.3,5.5,11.5,H,19.0,33.0
Man United,West Ham,1.35,5.75,13.0,H,19.0,33.0
Man United,West Ham,1.31,5.29,10.74,H,19.0,33.0
Newcastle,Tottenham,5.5,4.0,1.7,A,21.0,30.0
Newcastle,Tottenham,5.0,3.75,1.7,A,21.0,30.0
Newcastle,Tottenham,5.5,4.0,1.7,A,21.0,30.0
Newcastle,Tottenham,5.5,4.0,1.75,A,21.0,30.0
Newcastle,Tottenham,5.16,3.87,1.69,A,21.0,30.0
Bournemouth,Watford,2.0,3.6,4.0,A,6.0,31.0
Bournemouth,Watford,1.95,3.4,4.0,A,6.0,31.0
Bournemouth,Watford,2.0,3.6,4.0,A,6.0,31.0
Bournemouth,Watford,2.01,3.7,4.16,A,6.0,31.0
Bournemouth,Watford,1.96,3.56,3.9,A,6.0,31.0
Burnley,West Brom,2.63,3.2,3.0,A,8.0,32.0
Burnley,West Brom,2.4,3.0,3.0,A,8.0,32.0
Burnley,West Brom,2.6,3.13,3.13,A,8.0,32.0
Burnley,West Brom,2.72,3.2,3.13,A,8.0,32.0
Burnley,West Brom,2.56,3.1,3.02,A,8.0,32.0
Leicester,Brighton,1.73,3.8,5.5,H,16.0,7.0
Leicester,Brighton,1.73,3.3,5.5,H,16.0,7.0
Leicester,Brighton,1.73,3.8,5.4,H,16.0,7.0
Leicester,Brighton,1.78,3.85,5.5,H,16.0,7.0
Leicester,Brighton,1.73,3.7,5.06,H,16.0,7.0
Liverpool,Crystal Palace,1.36,5.25,9.5,H,17.0,11.0
Liverpool,Crystal Palace,1.33,4.5,9.0,H,17.0,11.0
Liverpool,Crystal Palace,1.36,5.25,9.0,H,17.0,11.0
Liverpool,Crystal Palace,1.4,5.4,10.0,H,17.0,11.0
Liverpool,Crystal Palace,1.37,5.02,8.86,H,17.0,11.0
Southampton,West Ham,1.75,3.8,5.25,H,26.0,33.0
Southampton,West Ham,1.7,3.6,4.5,H,26.0,33.0
Southampton,West Ham,1.73,3.8,5.25,H,26.0,33.0
Southampton,West Ham,1.78,3.96,5.43,H,26.0,33.0
Southampton,West Ham,1.73,3.74,4.96,H,26.0,33.0
Stoke,Arsenal,4.5,3.8,1.85,H,27.0,0.0
Stoke,Arsenal,4.5,3.5,1.8,H,27.0,0.0
Stoke,Arsenal,4.6,3.8,1.83,H,27.0,0.0
Stoke,Arsenal,4.8,3.85,1.89,H,27.0,0.0
Stoke,Arsenal,4.41,3.69,1.83,H,27.0,0.0
Swansea,Man United,11.0,5.0,1.36,A,29.0,19.0
Swansea,Man United,10.0,4.5,1.36,A,29.0,19.0
Swansea,Man United,12.0,5.0,1.33,A,29.0,19.0
Swansea,Man United,12.01,5.33,1.4,A,29.0,19.0
Swansea,Man United,10.48,4.89,1.35,A,29.0,19.0
Huddersfield,Newcastle,2.5,3.25,3.2,H,14.0,21.0
Huddersfield,Newcastle,2.5,3.1,3.0,H,14.0,21.0
Huddersfield,Newcastle,2.38,3.25,3.25,H,14.0,21.0
Huddersfield,Newcastle,2.51,3.31,3.25,H,14.0,21.0
Huddersfield,Newcastle,2.42,3.2,3.12,H,14.0,21.0
Tottenham,Chelsea,2.1,3.6,3.75,A,30.0,10.0
Tottenham,Chelsea,2.1,3.3,3.6,A,30.0,10.0
Tottenham,Chelsea,2.05,3.4,3.5,A,30.0,10.0
Tottenham,Chelsea,2.12,3.65,3.85,A,30.0,10.0
Tottenham,Chelsea,2.07,3.46,3.65,A,30.0,10.0
Man City,Everton,1.33,5.75,10.0,D,18.0,12.0
Man City,Everton,1.33,5.0,9.0,D,18.0,12.0
Man City,Everton,1.3,5.75,9.5,D,18.0,12.0
Man City,Everton,1.36,5.88,11.27,D,18.0,12.0
Man City,Everton,1.31,5.48,10.04,D,18.0,12.0
Bournemouth,Man City,11.0,6.0,1.3,A,6.0,18.0
Bournemouth,Man City,9.0,5.0,1.33,A,6.0,18.0
Bournemouth,Man City,11.0,6.0,1.3,A,6.0,18.0
Bournemouth,Man City,11.14,6.0,1.35,A,6.0,18.0
Bournemouth,Man City,9.8,5.58,1.32,A,6.0,18.0
Crystal Palace,Swansea,1.95,3.5,4.33,A,11.0,29.0
Crystal Palace,Swansea,1.95,3.25,4.2,A,11.0,29.0
Crystal Palace,Swansea,1.95,3.5,4.4,A,11.0,29.0
Crystal Palace,Swansea,2.02,3.51,4.41,A,11.0,29.0
Crystal Palace,Swansea,1.95,3.42,4.22,A,11.0,29.0
Huddersfield,Southampton,3.9,3.4,2.1,D,14.0,26.0
Huddersfield,Southampton,3.8,3.1,2.1,D,14.0,26.0
