Hteam,Ateam,Month,1,N,2,Result,TeamH,TeamA
Man United,Wolves,9,1.57,4.33,6.5,D,19.0,35.0
Man United,Wolves,9,1.55,4.1,6.25,D,19.0,35.0
Man United,Wolves,9,1.55,4.0,6.2,D,19.0,35.0
Man United,Wolves,9,1.57,4.2,5.5,D,19.0,35.0
Man United,Wolves,9,1.6,4.1,6.5,D,19.0,35.0
Man United,Wolves,9,1.6,4.33,6.6,D,19.0,35.0
Man United,Wolves,9,1.57,4.12,6.09,D,19.0,35.0
Arsenal,Everton,9,1.44,5.0,7.5,H,0.0,12.0
Arsenal,Everton,9,1.48,4.6,6.5,H,0.0,12.0
Arsenal,Everton,9,1.45,4.5,7.0,H,0.0,12.0
Arsenal,Everton,9,1.47,4.75,6.0,H,0.0,12.0
Arsenal,Everton,9,1.45,5.0,7.0,H,0.0,12.0
Arsenal,Everton,9,1.49,5.05,7.5,H,0.0,12.0
Arsenal,Everton,9,1.46,4.83,6.54,H,0.0,12.0
West Ham,Chelsea,9,6.0,4.5,1.57,D,33.0,10.0
West Ham,Chelsea,9,5.75,4.25,1.55,D,33.0,10.0
West Ham,Chelsea,9,6.1,4.2,1.53,D,33.0,10.0
West Ham,Chelsea,9,5.0,4.2,1.6,D,33.0,10.0
West Ham,Chelsea,9,6.0,4.5,1.57,D,33.0,10.0
West Ham,Chelsea,9,6.5,4.5,1.64,D,33.0,10.0
West Ham,Chelsea,9,5.61,4.33,1.58,D,33.0,10.0
Arsenal,Watford,9,1.44,5.1,7.0,H,0.0,31.0
Arsenal,Watford,9,1.45,4.75,6.5,H,0.0,31.0
Arsenal,Watford,9,1.45,4.5,7.0,H,0.0,31.0
Arsenal,Watford,9,1.44,5.0,6.0,H,0.0,31.0
Arsenal,Watford,9,1.5,4.8,6.5,H,0.0,31.0
Arsenal,Watford,9,1.51,5.1,7.5,H,0.0,31.0
Arsenal,Watford,9,1.47,4.77,6.41,H,0.0,31.0
Chelsea,Liverpool,9,2.8,3.6,2.54,D,10.0,17.0
Chelsea,Liverpool,9,2.85,3.5,2.4,D,10.0,17.0
Chelsea,Liverpool,9,2.85,3.3,2.5,D,10.0,17.0
Chelsea,Liverpool,9,2.8,3.5,2.45,D,10.0,17.0
Chelsea,Liverpool,9,2.8,3.6,2.55,D,10.0,17.0
Chelsea,Liverpool,9,2.92,3.65,2.62,D,10.0,17.0
Chelsea,Liverpool,9,2.81,3.52,2.49,D,10.0,17.0
Everton,Fulham,9,1.75,4.2,4.75,H,12.0,13.0
Everton,Fulham,9,1.75,4.0,4.33,H,12.0,13.0
Everton,Fulham,9,1.8,3.7,4.4,H,12.0,13.0
Everton,Fulham,9,1.75,4.0,4.33,H,12.0,13.0
Everton,Fulham,9,1.75,4.1,4.75,H,12.0,13.0
Everton,Fulham,9,1.8,4.2,4.82,H,12.0,13.0
Everton,Fulham,9,1.74,3.99,4.58,H,12.0,13.0
Huddersfield,Tottenham,9,8.5,4.5,1.44,A,14.0,30.0
Huddersfield,Tottenham,9,7.5,4.5,1.44,A,14.0,30.0
Huddersfield,Tottenham,9,6.6,4.25,1.5,A,14.0,30.0
Huddersfield,Tottenham,9,7.0,4.4,1.47,A,14.0,30.0
Huddersfield,Tottenham,9,8.5,4.5,1.45,A,14.0,30.0
Huddersfield,Tottenham,9,8.5,5.0,1.5,A,14.0,30.0
Huddersfield,Tottenham,9,7.61,4.48,1.46,A,14.0,30.0
Man City,Brighton,9,1.1,12.0,34.0,H,18.0,7.0
Man City,Brighton,9,1.08,11.0,29.0,H,18.0,7.0
Man City,Brighton,9,1.1,9.1,28.0,H,18.0,7.0
Man City,Brighton,9,1.07,12.0,29.0,H,18.0,7.0
Man City,Brighton,9,1.1,12.0,31.0,H,18.0,7.0
Man City,Brighton,9,1.12,12.87,34.25,H,18.0,7.0
Man City,Brighton,9,1.09,11.16,27.87,H,18.0,7.0
Newcastle,Leicester,9,2.6,3.3,3.0,A,21.0,16.0
Newcastle,Leicester,9,2.55,3.25,2.85,A,21.0,16.0
Newcastle,Leicester,9,2.6,3.3,2.75,A,21.0,16.0
Newcastle,Leicester,9,2.55,3.2,2.9,A,21.0,16.0
Newcastle,Leicester,9,2.6,3.25,3.0,A,21.0,16.0
Newcastle,Leicester,9,2.65,3.3,3.05,A,21.0,16.0
Newcastle,Leicester,9,2.56,3.22,2.93,A,21.0,16.0
West Ham,Man United,9,4.5,3.8,1.85,H,33.0,19.0
West Ham,Man United,9,4.1,3.75,1.85,H,33.0,19.0
West Ham,Man United,9,4.3,3.6,1.85,H,33.0,19.0
West Ham,Man United,9,4.2,3.7,1.85,H,33.0,19.0
West Ham,Man United,9,4.6,3.8,1.83,H,33.0,19.0
West Ham,Man United,9,4.6,3.87,1.89,H,33.0,19.0
West Ham,Man United,9,4.41,3.71,1.84,H,33.0,19.0
Wolves,Southampton,9,1.8,3.6,5.25,H,35.0,26.0
Wolves,Southampton,9,1.8,3.5,4.75,H,35.0,26.0
Wolves,Southampton,9,1.9,3.5,4.1,H,35.0,26.0
Wolves,Southampton,9,1.85,3.5,4.5,H,35.0,26.0
Wolves,Southampton,9,1.85,3.5,5.0,H,35.0,26.0
Wolves,Southampton,9,1.9,3.75,5.25,H,35.0,26.0
Wolves,Southampton,9,1.82,3.54,4.79,H,35.0,26.0
Cardiff,Burnley,9,2.62,3.0,3.2,A,9.0,8.0
Cardiff,Burnley,9,2.55,3.0,3.1,A,9.0,8.0
Cardiff,Burnley,9,2.55,3.05,3.05,A,9.0,8.0
Cardiff,Burnley,9,2.55,3.1,3.0,A,9.0,8.0
Cardiff,Burnley,9,2.6,3.1,3.13,A,9.0,8.0
Cardiff,Burnley,9,2.64,3.15,3.2,A,9.0,8.0
Cardiff,Burnley,9,2.56,3.06,3.09,A,9.0,8.0
Bournemouth,Crystal Palace,1,2.25,3.5,3.4,H,6.0,11.0
Bournemouth,Crystal Palace,1,2.25,3.4,3.2,H,6.0,11.0
Bournemouth,Crystal Palace,1,2.2,3.45,3.2,H,6.0,11.0
Bournemouth,Crystal Palace,1,2.25,3.4,3.2,H,6.0,11.0
Bournemouth,Crystal Palace,1,2.25,3.5,3.3,H,6.0,11.0
Bournemouth,Crystal Palace,1,2.37,3.55,3.4,H,6.0,11.0
Bournemouth,Crystal Palace,1,2.25,3.43,3.24,H,6.0,11.0
Brighton,West Ham,5,2.7,3.3,2.87,H,7.0,33.0
Brighton,West Ham,5,2.6,3.25,2.8,H,7.0,33.0
Brighton,West Ham,5,2.65,3.3,2.65,H,7.0,33.0
Brighton,West Ham,5,2.62,3.2,2.8,H,7.0,33.0
Brighton,West Ham,5,2.7,3.3,2.88,H,7.0,33.0
Brighton,West Ham,5,2.75,3.35,2.9,H,7.0,33.0
Brighton,West Ham,5,2.67,3.26,2.8,H,7.0,33.0
Burnley,Huddersfield,6,2.14,3.1,4.2,D,8.0,14.0
Burnley,Huddersfield,6,2.05,3.1,4.1,D,8.0,14.0
Burnley,Huddersfield,6,2.1,3.05,4.05,D,8.0,14.0
Burnley,Huddersfield,6,2.15,3.0,4.0,D,8.0,14.0
Burnley,Huddersfield,6,2.15,3.1,4.2,D,8.0,14.0
Burnley,Huddersfield,6,2.18,3.2,4.35,D,8.0,14.0
Burnley,Huddersfield,6,2.12,3.06,4.11,D,8.0,14.0
Crystal Palace,Wolves,6,3.0,3.2,2.62,A,11.0,35.0
Crystal Palace,Wolves,6,2.8,3.2,2.65,A,11.0,35.0
Crystal Palace,Wolves,6,2.9,3.1,2.6,A,11.0,35.0
Crystal Palace,Wolves,6,2.9,3.2,2.55,A,11.0,35.0
Crystal Palace,Wolves,6,3.0,3.25,2.6,A,11.0,35.0
Crystal Palace,Wolves,6,3.03,3.25,2.75,A,11.0,35.0
Crystal Palace,Wolves,6,2.92,3.18,2.6,A,11.0,35.0
Leicester,Everton,6,2.2,3.4,3.6,A,16.0,12.0
Leicester,Everton,6,2.2,3.4,3.3,A,16.0,12.0
Leicester,Everton,6,2.15,3.45,3.4,A,16.0,12.0
Leicester,Everton,6,2.2,3.4,3.3,A,16.0,12.0
Leicester,Everton,6,2.2,3.4,3.6,A,16.0,12.0
Leicester,Everton,6,2.28,3.55,3.6,A,16.0,12.0
Leicester,Everton,6,2.19,3.4,3.44,A,16.0,12.0
Man United,Newcastle,6,1.44,4.5,9.0,H,19.0,21.0
Man United,Newcastle,6,1.44,4.5,7.5,H,19.0,21.0
Man United,Newcastle,6,1.5,4.3,6.5,H,19.0,21.0
Man United,Newcastle,6,1.47,4.4,7.0,H,19.0,21.0
Man United,Newcastle,6,1.45,4.5,8.5,H,19.0,21.0
Man United,Newcastle,6,1.5,4.6,9.0,H,19.0,21.0
Man United,Newcastle,6,1.45,4.44,7.86,H,19.0,21.0
Tottenham,Cardiff,6,1.22,7.0,15.0,H,30.0,9.0
Tottenham,Cardiff,6,1.22,6.5,12.5,H,30.0,9.0
Tottenham,Cardiff,6,1.22,6.5,13.0,H,30.0,9.0
Tottenham,Cardiff,6,1.25,6.0,11.0,H,30.0,9.0
Tottenham,Cardiff,6,1.25,6.5,15.0,H,30.0,9.0
Tottenham,Cardiff,6,1.26,7.5,16.0,H,30.0,9.0
Tottenham,Cardiff,6,1.23,6.51,13.14,H,30.0,9.0
Watford,Bournemouth,6,2.14,3.6,3.5,A,31.0,6.0
Watford,Bournemouth,6,2.1,3.6,3.4,A,31.0,6.0
Watford,Bournemouth,6,2.1,3.55,3.4,A,31.0,6.0
Watford,Bournemouth,6,2.15,3.5,3.3,A,31.0,6.0
Watford,Bournemouth,6,2.15,3.6,3.5,A,31.0,6.0
Watford,Bournemouth,6,2.16,3.7,3.68,A,31.0,6.0
Watford,Bournemouth,6,2.13,3.55,3.45,A,31.0,6.0
Fulham,Arsenal,7,5.25,4.33,1.66,A,13.0,0.0
Fulham,Arsenal,7,5.0,4.33,1.62,A,13.0,0.0
Fulham,Arsenal,7,4.6,4.35,1.65,A,13.0,0.0
Fulham,Arsenal,7,4.4,4.2,1.7,A,13.0,0.0
Fulham,Arsenal,7,5.0,4.4,1.67,A,13.0,0.0
Fulham,Arsenal,7,5.25,4.5,1.71,A,13.0,0.0
Fulham,Arsenal,7,4.85,4.31,1.66,A,13.0,0.0
Liverpool,Man City,7,2.54,3.6,2.8,D,17.0,18.0
Liverpool,Man City,7,2.5,3.6,2.7,D,17.0,18.0
Liverpool,Man City,7,2.5,3.3,2.85,D,17.0,18.0
Liverpool,Man City,7,2.5,3.5,2.75,D,17.0,18.0
Liverpool,Man City,7,2.55,3.6,2.8,D,17.0,18.0
Liverpool,Man City,7,2.63,3.7,2.88,D,17.0,18.0
Liverpool,Man City,7,2.52,3.54,2.77,D,17.0,18.0
Southampton,Chelsea,7,6.0,4.1,1.61,A,26.0,10.0
Southampton,Chelsea,7,6.0,3.9,1.6,A,26.0,10.0
Southampton,Chelsea,7,5.3,3.9,1.65,A,26.0,10.0
Southampton,Chelsea,7,5.5,4.0,1.62,A,26.0,10.0
Southampton,Chelsea,7,6.0,4.2,1.6,A,26.0,10.0
Southampton,Chelsea,7,6.19,4.3,1.65,A,26.0,10.0
Southampton,Chelsea,7,5.75,4.07,1.61,A,26.0,10.0
Bournemouth,Southampton,10,2.04,3.7,3.75,D,6.0,26.0
Bournemouth,Southampton,10,2.0,3.5,3.75,D,6.0,26.0
Bournemouth,Southampton,10,2.0,3.55,3.6,D,6.0,26.0
Bournemouth,Southampton,10,2.0,3.6,3.6,D,6.0,26.0
Bournemouth,Southampton,10,2.0,3.7,3.9,D,6.0,26.0
Bournemouth,Southampton,10,2.1,3.75,3.9,D,6.0,26.0
Bournemouth,Southampton,10,2.03,3.58,3.69,D,6.0,26.0
Cardiff,Fulham,10,2.5,3.5,2.95,H,9.0,13.0
Cardiff,Fulham,10,2.45,3.4,2.9,H,9.0,13.0
Cardiff,Fulham,10,2.4,3.45,2.85,H,9.0,13.0
Cardiff,Fulham,10,2.4,3.4,2.88,H,9.0,13.0
Cardiff,Fulham,10,2.5,3.5,2.9,H,9.0,13.0
Cardiff,Fulham,10,2.55,3.53,3.1,H,9.0,13.0
Cardiff,Fulham,10,2.46,3.42,2.91,H,9.0,13.0
Chelsea,Man United,10,1.75,3.8,5.25,D,10.0,19.0
Chelsea,Man United,10,1.72,3.7,5.0,D,10.0,19.0
Chelsea,Man United,10,1.7,3.85,4.8,D,10.0,19.0
Chelsea,Man United,10,1.73,3.8,4.6,D,10.0,19.0
Chelsea,Man United,10,1.73,3.9,5.25,D,10.0,19.0
Chelsea,Man United,10,1.77,4.15,5.26,D,10.0,19.0
Chelsea,Man United,10,1.73,3.86,4.94,D,10.0,19.0
Huddersfield,Liverpool,10,11.0,5.5,1.33,A,14.0,17.0
Huddersfield,Liverpool,10,11.0,5.25,1.3,A,14.0,17.0
Huddersfield,Liverpool,10,10.0,5.3,1.3,A,14.0,17.0
Huddersfield,Liverpool,10,11.0,5.0,1.32,A,14.0,17.0
Huddersfield,Liverpool,10,13.0,5.5,1.3,A,14.0,17.0
Huddersfield,Liverpool,10,13.0,5.5,1.35,A,14.0,17.0
Huddersfield,Liverpool,10,11.1,5.18,1.31,A,14.0,17.0
Man City,Burnley,10,1.08,13.0,34.0,H,18.0,8.0
Man City,Burnley,10,1.07,12.5,26.0,H,18.0,8.0
Man City,Burnley,10,1.1,9.2,27.0,H,18.0,8.0
Man City,Burnley,10,1.06,13.0,26.0,H,18.0,8.0
Man City,Burnley,10,1.05,13.0,31.0,H,18.0,8.0
Man City,Burnley,10,1.1,15.0,41.0,H,18.0,8.0
Man City,Burnley,10,1.08,12.2,30.98,H,18.0,8.0
Newcastle,Brighton,10,2.2,3.25,3.8,A,21.0,7.0
Newcastle,Brighton,10,2.2,3.2,3.5,A,21.0,7.0
Newcastle,Brighton,10,2.15,3.1,3.75,A,21.0,7.0
Newcastle,Brighton,10,2.15,3.2,3.7,A,21.0,7.0
Newcastle,Brighton,10,2.2,3.2,3.9,A,21.0,7.0
Newcastle,Brighton,10,2.27,3.25,3.9,A,21.0,7.0
Newcastle,Brighton,10,2.19,3.16,3.71,A,21.0,7.0
West Ham,Tottenham,10,4.1,3.9,1.9,A,33.0,30.0
West Ham,Tottenham,10,4.2,3.7,1.85,A,33.0,30.0
West Ham,Tottenham,10,3.9,3.7,1.9,A,33.0,30.0
West Ham,Tottenham,10,3.8,3.8,1.91,A,33.0,30.0
West Ham,Tottenham,10,4.1,3.9,1.91,A,33.0,30.0
West Ham,Tottenham,10,4.3,3.95,1.95,A,33.0,30.0
West Ham,Tottenham,10,4.02,3.8,1.89,A,33.0,30.0
Wolves,Watford,10,1.75,3.75,5.25,A,35.0,31.0
Wolves,Watford,10,1.72,3.6,5.25,A,35.0,31.0
Wolves,Watford,10,1.7,3.65,5.2,A,35.0,31.0
Wolves,Watford,10,1.73,3.6,5.0,A,35.0,31.0
Wolves,Watford,10,1.75,3.75,5.4,A,35.0,31.0
Wolves,Watford,10,1.8,3.75,5.5,A,35.0,31.0
Wolves,Watford,10,1.74,3.63,5.18,A,35.0,31.0
Everton,Crystal Palace,10,1.85,3.6,4.75,H,12.0,11.0
Everton,Crystal Palace,10,1.85,3.5,4.5,H,12.0,11.0
Everton,Crystal Palace,10,1.83,3.55,4.45,H,12.0,11.0
Everton,Crystal Palace,10,1.88,3.5,4.33,H,12.0,11.0
Everton,Crystal Palace,10,1.85,3.6,4.75,H,12.0,11.0
Everton,Crystal Palace,10,1.93,3.7,4.81,H,12.0,11.0
Everton,Crystal Palace,10,1.86,3.56,4.49,H,12.0,11.0
Arsenal,Leicester,10,1.53,4.5,6.5,H,0.0,16.0
Arsenal,Leicester,10,1.5,4.33,6.5,H,0.0,16.0
Arsenal,Leicester,10,1.53,4.5,5.6,H,0.0,16.0
Arsenal,Leicester,10,1.53,4.33,5.8,H,0.0,16.0
Arsenal,Leicester,10,1.53,4.6,6.25,H,0.0,16.0
Arsenal,Leicester,10,1.58,4.75,6.75,H,0.0,16.0
Arsenal,Leicester,10,1.53,4.45,5.99,H,0.0,16.0
Brighton,Wolves,10,3.2,3.2,2.5,H,7.0,35.0
Brighton,Wolves,10,3.1,3.1,2.45,H,7.0,35.0
Brighton,Wolves,10,3.1,3.1,2.45,H,7.0,35.0
Brighton,Wolves,10,3.2,3.0,2.4,H,7.0,35.0
Brighton,Wolves,10,3.3,3.2,2.45,H,7.0,35.0
Brighton,Wolves,10,3.3,3.25,2.58,H,7.0,35.0
Brighton,Wolves,10,3.15,3.13,2.46,H,7.0,35.0
Fulham,Bournemouth,10,2.9,3.75,2.4,A,13.0,6.0
Fulham,Bournemouth,10,2.7,3.75,2.4,A,13.0,6.0
Fulham,Bournemouth,10,2.8,3.4,2.5,A,13.0,6.0
Fulham,Bournemouth,10,2.75,3.7,2.4,A,13.0,6.0
Fulham,Bournemouth,10,2.88,3.8,2.4,A,13.0,6.0
Fulham,Bournemouth,10,2.95,3.85,2.5,A,13.0,6.0
Fulham,Bournemouth,10,2.85,3.69,2.38,A,13.0,6.0
Leicester,West Ham,10,2.1,3.5,3.8,D,16.0,33.0
Leicester,West Ham,10,2.1,3.4,3.6,D,16.0,33.0
Leicester,West Ham,10,2.05,3.4,3.65,D,16.0,33.0
Leicester,West Ham,10,2.15,3.4,3.5,D,16.0,33.0
Leicester,West Ham,10,2.1,3.5,3.8,D,16.0,33.0
Leicester,West Ham,10,2.22,3.55,3.8,D,16.0,33.0
Leicester,West Ham,10,2.11,3.4,3.64,D,16.0,33.0
Liverpool,Cardiff,10,1.11,11.0,26.0,H,17.0,9.0
Liverpool,Cardiff,10,1.1,10.0,23.0,H,17.0,9.0
Liverpool,Cardiff,10,1.12,9.0,20.0,H,17.0,9.0
Liverpool,Cardiff,10,1.08,11.0,29.0,H,17.0,9.0
Liverpool,Cardiff,10,1.11,11.0,29.0,H,17.0,9.0
Liverpool,Cardiff,10,1.13,11.45,31.0,H,17.0,9.0
Liverpool,Cardiff,10,1.11,10.13,26.13,H,17.0,9.0
Southampton,Newcastle,10,2.1,3.4,3.9,D,26.0,21.0
Southampton,Newcastle,10,2.1,3.25,3.75,D,26.0,21.0
Southampton,Newcastle,10,2.1,3.2,3.8,D,26.0,21.0
Southampton,Newcastle,10,2.15,3.25,3.6,D,26.0,21.0
Southampton,Newcastle,10,2.15,3.25,4.0,D,26.0,21.0
Southampton,Newcastle,10,2.19,3.4,4.0,D,26.0,21.0
Southampton,Newcastle,10,2.11,3.27,3.8,D,26.0,21.0
Watford,Huddersfield,10,1.75,3.75,5.25,H,31.0,14.0
Watford,Huddersfield,10,1.72,3.7,5.0,H,31.0,14.0
Watford,Huddersfield,10,1.75,3.6,4.9,H,31.0,14.0
Watford,Huddersfield,10,1.75,3.6,5.0,H,31.0,14.0
Watford,Huddersfield,10,1.8,3.5,5.4,H,31.0,14.0
Watford,Huddersfield,10,1.8,3.8,5.5,H,31.0,14.0
Watford,Huddersfield,10,1.75,3.65,5.1,H,31.0,14.0
Burnley,Chelsea,10,11.0,5.0,1.36,A,8.0,10.0
Burnley,Chelsea,10,11.0,4.75,1.33,A,8.0,10.0
Burnley,Chelsea,10,7.6,4.8,1.4,A,8.0,10.0
Burnley,Chelsea,10,9.5,4.75,1.36,A,8.0,10.0
Burnley,Chelsea,10,11.5,5.0,1.33,A,8.0,10.0
Burnley,Chelsea,10,11.5,5.1,1.4,A,8.0,10.0
Burnley,Chelsea,10,10.06,4.84,1.36,A,8.0,10.0
Crystal Palace,Arsenal,10,4.75,4.1,1.75,D,11.0,0.0
Crystal Palace,Arsenal,10,4.33,3.9,1.78,D,11.0,0.0
Crystal Palace,Arsenal,10,4.4,3.7,1.8,D,11.0,0.0
Crystal Palace,Arsenal,10,4.2,4.2,1.75,D,11.0,0.0
Crystal Palace,Arsenal,10,4.75,4.1,1.73,D,11.0,0.0
Crystal Palace,Arsenal,10,4.75,4.26,1.8,D,11.0,0.0
Crystal Palace,Arsenal,10,4.39,4.07,1.76,D,11.0,0.0
Man United,Everton,10,1.72,3.9,5.25,H,19.0,12.0
Man United,Everton,10,1.67,3.8,5.25,H,19.0,12.0
Man United,Everton,10,1.7,3.75,5.0,H,19.0,12.0
Man United,Everton,10,1.75,3.8,4.6,H,19.0,12.0
Man United,Everton,10,1.73,3.9,5.2,H,19.0,12.0
Man United,Everton,10,1.78,4.0,5.32,H,19.0,12.0
Man United,Everton,10,1.73,3.8,4.93,H,19.0,12.0
Tottenham,Man City,10,4.75,4.1,1.75,A,30.0,18.0
Tottenham,Man City,10,4.33,4.1,1.75,A,30.0,18.0
Tottenham,Man City,10,4.3,3.8,1.8,A,30.0,18.0
Tottenham,Man City,10,4.4,4.2,1.73,A,30.0,18.0
Tottenham,Man City,10,4.8,4.1,1.73,A,30.0,18.0
Tottenham,Man City,10,4.8,4.35,1.8,A,30.0,18.0
Tottenham,Man City,10,4.51,4.1,1.72,A,30.0,18.0
Arsenal,Liverpool,3,3.9,3.9,1.95,D,0.0,17.0
Arsenal,Liverpool,3,3.5,3.75,2.0,D,0.0,17.0
Arsenal,Liverpool,3,3.2,3.5,2.2,D,0.0,17.0
Arsenal,Liverpool,3,3.6,3.7,2.0,D,0.0,17.0
Arsenal,Liverpool,3,3.8,3.8,2.0,D,0.0,17.0
Arsenal,Liverpool,3,3.92,3.96,2.2,D,0.0,17.0
Arsenal,Liverpool,3,3.67,3.77,1.98,D,0.0,17.0
Bournemouth,Man United,3,3.6,3.7,2.1,A,6.0,19.0
Bournemouth,Man United,3,3.6,3.5,2.05,A,6.0,19.0
Bournemouth,Man United,3,3.5,3.4,2.1,A,6.0,19.0
Bournemouth,Man United,3,3.4,3.5,2.1,A,6.0,19.0
Bournemouth,Man United,3,3.6,3.6,2.15,A,6.0,19.0
Bournemouth,Man United,3,3.62,3.7,2.15,A,6.0,19.0
Bournemouth,Man United,3,3.54,3.57,2.1,A,6.0,19.0
Cardiff,Leicester,3,3.8,3.4,2.14,A,9.0,16.0
Cardiff,Leicester,3,3.6,3.3,2.15,A,9.0,16.0
Cardiff,Leicester,3,3.4,3.2,2.25,A,9.0,16.0
Cardiff,Leicester,3,3.6,3.3,2.15,A,9.0,16.0
Cardiff,Leicester,3,3.8,3.3,2.15,A,9.0,16.0
Cardiff,Leicester,3,3.85,3.45,2.25,A,9.0,16.0
Cardiff,Leicester,3,3.65,3.31,2.15,A,9.0,16.0
Everton,Brighton,3,1.61,4.0,6.5,H,12.0,7.0
Everton,Brighton,3,1.57,3.9,6.25,H,12.0,7.0
Everton,Brighton,3,1.7,3.8,5.0,H,12.0,7.0
Everton,Brighton,3,1.6,3.9,6.0,H,12.0,7.0
Everton,Brighton,3,1.62,3.9,6.5,H,12.0,7.0
Everton,Brighton,3,1.7,4.15,7.01,H,12.0,7.0
Everton,Brighton,3,1.59,3.94,6.28,H,12.0,7.0
Newcastle,Watford,3,2.75,3.25,2.8,H,21.0,31.0
Newcastle,Watford,3,2.65,3.2,2.75,H,21.0,31.0
Newcastle,Watford,3,2.7,3.15,2.75,H,21.0,31.0
Newcastle,Watford,3,2.62,3.25,2.75,H,21.0,31.0
Newcastle,Watford,3,2.75,3.2,2.8,H,21.0,31.0
Newcastle,Watford,3,2.81,3.3,2.9,H,21.0,31.0
Newcastle,Watford,3,2.69,3.19,2.79,H,21.0,31.0
West Ham,Burnley,3,1.75,3.75,5.25,H,33.0,8.0
West Ham,Burnley,3,1.75,3.6,5.0,H,33.0,8.0
West Ham,Burnley,3,1.8,3.6,4.5,H,33.0,8.0
West Ham,Burnley,3,1.75,3.7,4.8,H,33.0,8.0
West Ham,Burnley,3,1.75,3.7,5.4,H,33.0,8.0
West Ham,Burnley,3,1.8,3.85,5.5,H,33.0,8.0
West Ham,Burnley,3,1.74,3.68,5.1,H,33.0,8.0
Wolves,Tottenham,3,3.1,3.4,2.45,A,35.0,30.0
Wolves,Tottenham,3,3.0,3.3,2.4,A,35.0,30.0
Wolves,Tottenham,3,3.15,3.3,2.3,A,35.0,30.0
Wolves,Tottenham,3,2.9,3.3,2.5,A,35.0,30.0
Wolves,Tottenham,3,3.0,3.4,2.5,A,35.0,30.0
Wolves,Tottenham,3,3.28,3.43,2.5,A,35.0,30.0
Wolves,Tottenham,3,3.05,3.33,2.41,A,35.0,30.0
Chelsea,Crystal Palace,4,1.25,6.75,13.0,H,10.0,11.0
Chelsea,Crystal Palace,4,1.26,6.0,11.5,H,10.0,11.0
Chelsea,Crystal Palace,4,1.25,6.1,11.0,H,10.0,11.0
Chelsea,Crystal Palace,4,1.29,6.0,9.5,H,10.0,11.0
Chelsea,Crystal Palace,4,1.29,6.0,12.0,H,10.0,11.0
Chelsea,Crystal Palace,4,1.3,6.75,13.0,H,10.0,11.0
Chelsea,Crystal Palace,4,1.27,6.07,11.34,H,10.0,11.0
Man City,Southampton,4,1.11,11.0,29.0,H,18.0,26.0
Man City,Southampton,4,1.11,9.75,21.0,H,18.0,26.0
Man City,Southampton,4,1.12,9.0,20.0,H,18.0,26.0
Man City,Southampton,4,1.11,10.0,21.0,H,18.0,26.0
Man City,Southampton,4,1.1,11.0,34.0,H,18.0,26.0
Man City,Southampton,4,1.14,11.0,34.0,H,18.0,26.0
Man City,Southampton,4,1.11,9.93,24.64,H,18.0,26.0
Huddersfield,Fulham,5,2.3,3.5,3.3,H,14.0,13.0
Huddersfield,Fulham,5,2.25,3.3,3.3,H,14.0,13.0
Huddersfield,Fulham,5,2.25,3.35,3.2,H,14.0,13.0
Huddersfield,Fulham,5,2.3,3.4,3.1,H,14.0,13.0
Huddersfield,Fulham,5,2.3,3.4,3.3,H,14.0,13.0
Huddersfield,Fulham,5,2.4,3.5,3.45,H,14.0,13.0
Huddersfield,Fulham,5,2.28,3.35,3.25,H,14.0,13.0
Cardiff,Brighton,10,2.6,3.1,3.1,H,9.0,7.0
Cardiff,Brighton,10,2.5,3.1,3.1,H,9.0,7.0
Cardiff,Brighton,10,2.65,3.2,2.75,H,9.0,7.0
Cardiff,Brighton,10,2.55,3.1,3.0,H,9.0,7.0
Cardiff,Brighton,10,2.6,3.13,3.13,H,9.0,7.0
Cardiff,Brighton,10,2.65,3.2,3.2,H,9.0,7.0
Cardiff,Brighton,10,2.56,3.11,3.05,H,9.0,7.0
Crystal Palace,Tottenham,10,4.5,3.75,1.85,A,11.0,30.0
Crystal Palace,Tottenham,10,4.5,3.7,1.8,A,11.0,30.0
Crystal Palace,Tottenham,10,4.5,3.6,1.8,A,11.0,30.0
Crystal Palace,Tottenham,10,4.33,3.6,1.83,A,11.0,30.0
Crystal Palace,Tottenham,10,4.4,3.75,1.87,A,11.0,30.0
Crystal Palace,Tottenham,10,4.5,3.8,1.92,A,11.0,30.0
Crystal Palace,Tottenham,10,4.34,3.67,1.86,A,11.0,30.0
Huddersfield,West Ham,10,3.4,3.25,2.35,D,14.0,33.0
Huddersfield,West Ham,10,3.4,3.2,2.25,D,14.0,33.0
Huddersfield,West Ham,10,3.2,3.3,2.3,D,14.0,33.0
Huddersfield,West Ham,10,3.3,3.2,2.3,D,14.0,33.0
Huddersfield,West Ham,10,3.5,3.2,2.38,D,14.0,33.0
Huddersfield,West Ham,10,3.5,3.33,2.38,D,14.0,33.0
Huddersfield,West Ham,10,3.39,3.21,2.3,D,14.0,33.0
Leicester,Burnley,10,1.5,4.33,8.0,D,16.0,8.0
Leicester,Burnley,10,1.48,4.33,7.0,D,16.0,8.0
Leicester,Burnley,10,1.53,4.2,6.1,D,16.0,8.0
Leicester,Burnley,10,1.52,4.2,6.5,D,16.0,8.0
Leicester,Burnley,10,1.53,4.3,7.0,D,16.0,8.0
Leicester,Burnley,10,1.53,4.5,8.0,D,16.0,8.0
Leicester,Burnley,10,1.49,4.28,7.24,D,16.0,8.0
Newcastle,Bournemouth,10,2.9,3.4,2.6,H,21.0,6.0
