,Unnamed: 0,FUND,CNT,SRC_UID,EOM
75,75,Columba palumbus,1020,1489765858,2010-10-31
76,76,Deroptyus accipitrinus,488,1676124906944,2010-10-31
77,77,Dendrocitta vagabunda,153,206670760,2010-10-31
85,85,Felis caracal,112,206670725,2010-10-31
90,90,Canis mesomelas,1512,105401395916,2010-10-31
91,91,Tyto novaehollandiae,1998,638750702637,2010-10-31
93,93,Geococcyx californianus,1166,207934051132,2010-10-31
95,95,Pycnonotus barbatus,1318,52096762037,2010-10-31
100,100,Panthera pardus,146,656756747842,2010-10-31
101,101,Cordylus giganteus,107,108203096943,2010-10-31
102,102,Axis axis,233,206670739,2010-10-31
105,105,Lamprotornis nitens,2250,656760542396,2010-10-31
106,106,Podargus strigoides,112,206670764,2010-10-31
108,108,Cordylus giganteus,977,108203096943,2010-10-31
109,109,Echimys chrysurus,896,537115818972,2010-10-31
110,110,Cereopsis novaehollandiae,570,206670721,2010-10-31
111,111,Pelecanus occidentalis,946,206670734,2010-10-31
113,113,Mustela nigripes,991,1451747082532,2010-10-31
115,115,Ovis canadensis,2940,206670723,2010-10-31
116,116,Manouria emys,106,206670746,2010-10-31
117,117,Charadrius tricollaris,1352,189669305873243,2010-10-31
118,118,Hippotragus niger,1270,460145818838,2010-10-31
119,119,Lutra canadensis,31,168720101925,2010-10-31
121,121,Balearica pavonina,5,272729054236,2010-11-30
122,122,Echimys chrysurus,1178,537115818972,2010-11-30
123,123,Melophus lathami,2972,537945078883,2010-11-30
126,126,Psophia viridis,2195,206670770,2010-11-30
127,127,Alcelaphus buselaphus cokii,2378,181701414249,2010-11-30
128,128,Megaderma spasma,3273,206670742,2010-11-30
131,131,Crotaphytus collaris,1116,323418458,2010-11-30
132,132,Nucifraga columbiana,66,40232932742,2010-11-30
133,133,Isoodon obesulus,1066,189669356346606,2010-11-30
134,134,Actophilornis africanus,2431,272675524722,2010-11-30
136,136,Litrocranius walleri,1079,880888590812,2010-11-30
137,137,Petaurus breviceps,536,186494805556422,2010-11-30
140,140,Choloepus hoffmani,1237,186267307833917,2010-11-30
141,141,Sarkidornis melanotos,1721,108219608754,2010-11-30
142,142,unavailable,282,206670773,2010-11-30
143,143,Eumetopias jubatus,36,1540205459539,2010-11-30
144,144,Lutra canadensis,1155,168720101925,2010-11-30
145,145,Centrocercus urophasianus,1405,324918516,2010-11-30
146,146,Falco peregrinus,1112,181989439245,2010-11-30
148,148,Choriotis kori,1251,27160283895,2010-11-30
149,149,Ceratotherium simum,1083,192290937586348,2010-11-30
150,150,Castor fiber,1664,206670747,2010-11-30
151,151,Plegadis falcinellus,4256,181703187068,2010-11-30
152,152,Ardea cinerea,1891,206670715,2010-11-30
153,153,Eolophus roseicapillus,1231,55902523917,2010-11-30
156,156,Macropus giganteus,509,206670810,2010-11-30
157,157,Isoodon obesulus,933,189669356346606,2010-11-30
158,158,Canis aureus,1064,206670716,2010-11-30
159,159,Gekko gecko,1,263027932466,2010-11-30
160,160,Milvus migrans,1086,275505523,2010-11-30
162,162,Varanus sp.,76,264126748256,2010-11-30
166,166,unavailable,2711,206670773,2010-11-30
167,167,Falco peregrinus,844,181989439245,2010-11-30
169,169,Canis mesomelas,11,105401395916,2010-11-30
170,170,Trachyphonus vaillantii,1585,898428021820,2010-11-30
171,171,Ourebia ourebi,2708,206670693,2010-11-30
172,172,Ephippiorhynchus mycteria,195,52079200642,2010-11-30
173,173,unavailable,1,206670773,2010-11-30
175,175,Bassariscus astutus,2431,1134069654772,2010-11-30
176,176,Falco mexicanus,72,577020561372,2010-11-30
178,178,Butorides striatus,1494,28283084613,2010-11-30
180,180,Lorythaixoides concolor,2048,206670771,2010-11-30
183,183,Amphibolurus barbatus,1087,1489764652,2010-11-30
186,186,Cabassous sp.,1581,206670692,2010-11-30
187,187,Francolinus leucoscepus,678,78217981906,2010-11-30
188,188,Tauraco porphyrelophus,166,69174547266,2010-11-30
189,189,Hystrix cristata,613,192291882972375,2010-11-30
191,191,Chloephaga melanoptera,1757,573917296406,2010-11-30
192,192,Trachyphonus vaillantii,424,898428021820,2010-11-30
193,193,Eubalaena australis,1198,643851054259,2010-11-30
195,195,Laniaurius atrococcineus,1220,40234253942,2010-11-30
196,196,Hystrix indica,1382,189395860675734,2010-11-30
201,201,Columba palumbus,1032,1489765858,2010-11-30
202,202,Deroptyus accipitrinus,615,1676124906944,2010-11-30
203,203,Dendrocitta vagabunda,188,206670760,2010-11-30
211,211,Felis caracal,162,206670725,2010-11-30
216,216,Canis mesomelas,2350,105401395916,2010-11-30
217,217,Tyto novaehollandiae,1425,638750702637,2010-11-30
218,218,Geococcyx californianus,1796,207934051132,2010-11-30
220,220,Pycnonotus barbatus,1444,52096762037,2010-11-30
225,225,Panthera pardus,175,656756747842,2010-11-30
226,226,Cordylus giganteus,97,108203096943,2010-11-30
227,227,Axis axis,270,206670739,2010-11-30
230,230,Lamprotornis nitens,2617,656760542396,2010-11-30
231,231,Podargus strigoides,110,206670764,2010-11-30
233,233,Cordylus giganteus,996,108203096943,2010-11-30
234,234,Echimys chrysurus,1232,537115818972,2010-11-30
235,235,Cereopsis novaehollandiae,1112,206670721,2010-11-30
236,236,Pelecanus occidentalis,995,206670734,2010-11-30
238,238,Mustela nigripes,1033,1451747082532,2010-11-30
240,240,Ovis canadensis,3753,206670723,2010-11-30
241,241,Manouria emys,130,206670746,2010-11-30
242,242,Charadrius tricollaris,1415,189669305873243,2010-11-30
243,243,Hippotragus niger,1308,460145818838,2010-11-30
244,244,Lutra canadensis,47,168720101925,2010-11-30
246,246,Balearica pavonina,10,272729054236,2010-12-31
247,247,Echimys chrysurus,1155,537115818972,2010-12-31
248,248,Melophus lathami,2442,537945078883,2010-12-31
251,251,Psophia viridis,2106,206670770,2010-12-31
252,252,Alcelaphus buselaphus cokii,2229,181701414249,2010-12-31
253,253,Megaderma spasma,2847,206670742,2010-12-31
256,256,Crotaphytus collaris,1033,323418458,2010-12-31
257,257,Nucifraga columbiana,52,40232932742,2010-12-31
258,258,Isoodon obesulus,1011,189669356346606,2010-12-31
259,259,Actophilornis africanus,2114,272675524722,2010-12-31
261,261,Litrocranius walleri,950,880888590812,2010-12-31
262,262,Petaurus breviceps,465,186494805556422,2010-12-31
265,265,Choloepus hoffmani,1160,186267307833917,2010-12-31
266,266,Sarkidornis melanotos,1601,108219608754,2010-12-31
267,267,unavailable,322,206670773,2010-12-31
268,268,Eumetopias jubatus,38,1540205459539,2010-12-31
269,269,Lutra canadensis,1108,168720101925,2010-12-31
270,270,Centrocercus urophasianus,1239,324918516,2010-12-31
271,271,Falco peregrinus,1042,181989439245,2010-12-31
273,273,Choriotis kori,1200,27160283895,2010-12-31
274,274,Ceratotherium simum,1068,192290937586348,2010-12-31
275,275,Castor fiber,1648,206670747,2010-12-31
276,276,Plegadis falcinellus,3894,181703187068,2010-12-31
277,277,Ardea cinerea,1813,206670715,2010-12-31
278,278,Eolophus roseicapillus,1159,55902523917,2010-12-31
281,281,Macropus giganteus,626,206670810,2010-12-31
283,283,Isoodon obesulus,923,189669356346606,2010-12-31
284,284,Canis aureus,1044,206670716,2010-12-31
285,285,Milvus migrans,1046,275505523,2010-12-31
287,287,Varanus sp.,69,264126748256,2010-12-31
291,291,unavailable,2440,206670773,2010-12-31
292,292,Falco peregrinus,865,181989439245,2010-12-31
294,294,Canis mesomelas,7,105401395916,2010-12-31
295,295,Trachyphonus vaillantii,1580,898428021820,2010-12-31
296,296,Ourebia ourebi,2372,206670693,2010-12-31
297,297,Ephippiorhynchus mycteria,167,52079200642,2010-12-31
298,298,unavailable,1,206670773,2010-12-31
300,300,Bassariscus astutus,2425,1134069654772,2010-12-31
301,301,Falco mexicanus,60,577020561372,2010-12-31
303,303,Butorides striatus,1347,28283084613,2010-12-31
305,305,Lorythaixoides concolor,1889,206670771,2010-12-31
308,308,Amphibolurus barbatus,1047,1489764652,2010-12-31
311,311,Cabassous sp.,1479,206670692,2010-12-31
312,312,Francolinus leucoscepus,608,78217981906,2010-12-31
313,313,Tauraco porphyrelophus,121,69174547266,2010-12-31
314,314,Hystrix cristata,487,192291882972375,2010-12-31
316,316,Chloephaga melanoptera,1537,573917296406,2010-12-31
317,317,Trachyphonus vaillantii,398,898428021820,2010-12-31
318,318,Eubalaena australis,1138,643851054259,2010-12-31
320,320,Laniaurius atrococcineus,2218,40234253942,2010-12-31
321,321,Hystrix indica,1390,189395860675734,2010-12-31
326,326,Columba palumbus,971,1489765858,2010-12-31
327,327,Deroptyus accipitrinus,395,1676124906944,2010-12-31
328,328,Dendrocitta vagabunda,175,206670760,2010-12-31
336,336,Felis caracal,133,206670725,2010-12-31
341,341,Canis mesomelas,2216,105401395916,2010-12-31
342,342,Tyto novaehollandiae,1367,638750702637,2010-12-31
343,343,Geococcyx californianus,1878,207934051132,2010-12-31
345,345,Pycnonotus barbatus,1393,52096762037,2010-12-31
350,350,Panthera pardus,150,656756747842,2010-12-31
351,351,Cordylus giganteus,105,108203096943,2010-12-31
352,352,Axis axis,224,206670739,2010-12-31
356,356,Lamprotornis nitens,2349,656760542396,2010-12-31
357,357,Podargus strigoides,107,206670764,2010-12-31
359,359,Cordylus giganteus,984,108203096943,2010-12-31
360,360,Echimys chrysurus,1107,537115818972,2010-12-31
361,361,Cereopsis novaehollandiae,1041,206670721,2010-12-31
362,362,Pelecanus occidentalis,945,206670734,2010-12-31
364,364,Mustela nigripes,1009,1451747082532,2010-12-31
366,366,Ovis canadensis,3314,206670723,2010-12-31
367,367,Manouria emys,100,206670746,2010-12-31
368,368,Charadrius tricollaris,1398,189669305873243,2010-12-31
369,369,Hippotragus niger,1231,460145818838,2010-12-31
370,370,Lutra canadensis,45,168720101925,2010-12-31
372,372,Balearica pavonina,11,272729054236,2011-01-31
373,373,Echimys chrysurus,1448,537115818972,2011-01-31
374,374,Melophus lathami,2796,537945078883,2011-01-31
377,377,Psophia viridis,2317,206670770,2011-01-31
378,378,Alcelaphus buselaphus cokii,2608,181701414249,2011-01-31
379,379,Megaderma spasma,3623,206670742,2011-01-31
382,382,Crotaphytus collaris,1206,323418458,2011-01-31
383,383,Nucifraga columbiana,102,40232932742,2011-01-31
384,384,Isoodon obesulus,1133,189669356346606,2011-01-31
385,385,Actophilornis africanus,2450,272675524722,2011-01-31
387,387,unavailable,38,206670773,2011-01-31
388,388,Litrocranius walleri,1300,880888590812,2011-01-31
389,389,Petaurus breviceps,650,186494805556422,2011-01-31
392,392,Panthera pardus,32,656756747842,2011-01-31
393,393,Crotalus cerastes,38,181701369631,2011-01-31
394,394,Choloepus hoffmani,1300,186267307833917,2011-01-31
395,395,Sarkidornis melanotos,1737,108219608754,2011-01-31
396,396,unavailable,362,206670773,2011-01-31
397,397,Eumetopias jubatus,85,1540205459539,2011-01-31
398,398,Lutra canadensis,1247,168720101925,2011-01-31
399,399,Centrocercus urophasianus,1500,324918516,2011-01-31
400,400,Falco peregrinus,1179,181989439245,2011-01-31
402,402,Choriotis kori,1305,27160283895,2011-01-31
403,403,Ceratotherium simum,1135,192290937586348,2011-01-31
404,404,Haematopus ater,38,38679964783,2011-01-31
405,405,Castor fiber,1857,206670747,2011-01-31
406,406,Plegadis falcinellus,4874,181703187068,2011-01-31
407,407,Ardea cinerea,1986,206670715,2011-01-31
408,408,Eolophus roseicapillus,1217,55902523917,2011-01-31
409,409,Cyrtodactylus louisiadensis,38,95461418687,2011-01-31
412,412,Macropus giganteus,773,206670810,2011-01-31
414,414,Paradoxurus hermaphroditus,38,401722140628,2011-01-31
415,415,Isoodon obesulus,1018,189669356346606,2011-01-31
416,416,Canis aureus,1146,206670716,2011-01-31
417,417,Milvus migrans,1146,275505523,2011-01-31
419,419,Varanus sp.,75,264126748256,2011-01-31
423,423,Chelodina longicollis,32,206670761,2011-01-31
424,424,unavailable,3011,206670773,2011-01-31
425,425,Falco peregrinus,581,181989439245,2011-01-31
427,427,Canis mesomelas,9,105401395916,2011-01-31
428,428,Trachyphonus vaillantii,1902,898428021820,2011-01-31
429,429,Ourebia ourebi,2668,206670693,2011-01-31
430,430,Ephippiorhynchus mycteria,302,52079200642,2011-01-31
431,431,Hymenolaimus malacorhynchus,38,206670807,2011-01-31
432,432,unavailable,1,206670773,2011-01-31
434,434,Bassariscus astutus,2690,1134069654772,2011-01-31
435,435,Falco mexicanus,65,577020561372,2011-01-31
437,437,Butorides striatus,1476,28283084613,2011-01-31
439,439,Lorythaixoides concolor,2127,206670771,2011-01-31
442,442,Amphibolurus barbatus,1135,1489764652,2011-01-31
445,445,Cabassous sp.,1664,206670692,2011-01-31
446,446,Francolinus leucoscepus,750,78217981906,2011-01-31
447,447,Tauraco porphyrelophus,154,69174547266,2011-01-31
448,448,Hystrix cristata,715,192291882972375,2011-01-31
453,453,Himantopus himantopus,375,206670686,2011-01-31
454,454,Chloephaga melanoptera,1799,573917296406,2011-01-31
455,455,Trachyphonus vaillantii,416,898428021820,2011-01-31
456,456,Eubalaena australis,1139,643851054259,2011-01-31
457,457,Laniaurius atrococcineus,1386,40234253942,2011-01-31
458,458,Hystrix indica,1077,189395860675734,2011-01-31
463,463,Columba palumbus,1084,1489765858,2011-01-31
464,464,Deroptyus accipitrinus,451,1676124906944,2011-01-31
465,465,Dendrocitta vagabunda,237,206670760,2011-01-31
473,473,Felis caracal,201,206670725,2011-01-31
478,478,Canis mesomelas,2405,105401395916,2011-01-31
479,479,Dicrostonyx groenlandicus,32,197463014939188,2011-01-31
480,480,Tyto novaehollandiae,1741,638750702637,2011-01-31
482,482,Geococcyx californianus,2131,207934051132,2011-01-31
484,484,Pycnonotus barbatus,1512,52096762037,2011-01-31
489,489,Panthera pardus,326,656756747842,2011-01-31
490,490,Cordylus giganteus,119,108203096943,2011-01-31
491,491,Axis axis,309,206670739,2011-01-31
495,495,Lamprotornis nitens,2489,656760542396,2011-01-31
496,496,Podargus strigoides,126,206670764,2011-01-31
497,497,Oncorhynchus nerka,38,206670691,2011-01-31
499,499,Cordylus giganteus,1053,108203096943,2011-01-31
500,500,Echimys chrysurus,1383,537115818972,2011-01-31
501,501,Cereopsis novaehollandiae,1148,206670721,2011-01-31
502,502,Pelecanus occidentalis,1093,206670734,2011-01-31
504,504,Mustela nigripes,1099,1451747082532,2011-01-31
506,506,Ovis canadensis,4161,206670723,2011-01-31
507,507,Cercatetus concinnus,32,263029574593,2011-01-31
508,508,Manouria emys,118,206670746,2011-01-31
509,509,Charadrius tricollaris,1067,189669305873243,2011-01-31
510,510,Hippotragus niger,1401,460145818838,2011-01-31
511,511,Lutra canadensis,49,168720101925,2011-01-31
513,513,Balearica pavonina,23,272729054236,2011-02-28
514,514,Echimys chrysurus,1453,537115818972,2011-02-28
515,515,Melophus lathami,2664,537945078883,2011-02-28
518,518,Psophia viridis,1998,206670770,2011-02-28
519,519,Alcelaphus buselaphus cokii,2141,181701414249,2011-02-28
520,520,Megaderma spasma,2795,206670742,2011-02-28
523,523,Crotaphytus collaris,1288,323418458,2011-02-28
524,524,Nucifraga columbiana,62,40232932742,2011-02-28
525,525,Isoodon obesulus,1139,189669356346606,2011-02-28
526,526,Rangifer tarandus,98,36740368922,2011-02-28
528,528,Actophilornis africanus,2105,272675524722,2011-02-28
530,530,unavailable,19,206670773,2011-02-28
531,531,Litrocranius walleri,1660,880888590812,2011-02-28
532,532,Petaurus breviceps,596,186494805556422,2011-02-28
535,535,Panthera pardus,19,656756747842,2011-02-28
536,536,Crotalus cerastes,19,181701369631,2011-02-28
537,537,Choloepus hoffmani,1230,186267307833917,2011-02-28
538,538,Sarkidornis melanotos,1593,108219608754,2011-02-28
539,539,unavailable,334,206670773,2011-02-28
540,540,Eumetopias jubatus,121,1540205459539,2011-02-28
541,541,Lutra canadensis,1318,168720101925,2011-02-28
542,542,Centrocercus urophasianus,1505,324918516,2011-02-28
543,543,Falco peregrinus,1120,181989439245,2011-02-28
545,545,Choriotis kori,1269,27160283895,2011-02-28
546,546,Ceratotherium simum,1035,192290937586348,2011-02-28
547,547,Haematopus ater,19,38679964783,2011-02-28
548,548,Castor fiber,1517,206670747,2011-02-28
549,549,Plegadis falcinellus,3907,181703187068,2011-02-28
550,550,Ardea cinerea,1723,206670715,2011-02-28
551,551,Eolophus roseicapillus,1157,55902523917,2011-02-28
552,552,Cyrtodactylus louisiadensis,19,95461418687,2011-02-28
555,555,Macropus giganteus,741,206670810,2011-02-28
557,557,Paradoxurus hermaphroditus,19,401722140628,2011-02-28
558,558,Isoodon obesulus,961,189669356346606,2011-02-28
559,559,Canis aureus,1184,206670716,2011-02-28
560,560,Gekko gecko,1,263027932466,2011-02-28
561,561,Milvus migrans,1008,275505523,2011-02-28
563,563,Varanus sp.,46,264126748256,2011-02-28
567,567,Chelodina longicollis,19,206670761,2011-02-28
568,568,unavailable,2190,206670773,2011-02-28
569,569,Falco peregrinus,859,181989439245,2011-02-28
571,571,Canis mesomelas,10,105401395916,2011-02-28
572,572,Trachyphonus vaillantii,1852,898428021820,2011-02-28
573,573,Ourebia ourebi,2103,206670693,2011-02-28
574,574,Ephippiorhynchus mycteria,266,52079200642,2011-02-28
575,575,Hymenolaimus malacorhynchus,19,206670807,2011-02-28
577,577,Bassariscus astutus,2623,1134069654772,2011-02-28
578,578,Falco mexicanus,50,577020561372,2011-02-28
580,580,Butorides striatus,1280,28283084613,2011-02-28
582,582,Lorythaixoides concolor,1816,206670771,2011-02-28
585,585,Amphibolurus barbatus,1102,1489764652,2011-02-28
588,588,Cabassous sp.,1368,206670692,2011-02-28
589,589,Francolinus leucoscepus,532,78217981906,2011-02-28
590,590,Laniaurius atrococcineus,226,40234253942,2011-02-28
591,591,Alouatta seniculus,271,40234001221,2011-02-28
592,592,Tauraco porphyrelophus,82,69174547266,2011-02-28
593,593,Hystrix cristata,236,192291882972375,2011-02-28
598,598,Himantopus himantopus,79,206670686,2011-02-28
599,599,Chloephaga melanoptera,1486,573917296406,2011-02-28
600,600,Trachyphonus vaillantii,375,898428021820,2011-02-28
601,601,Eubalaena australis,1167,643851054259,2011-02-28
602,602,Laniaurius atrococcineus,1751,40234253942,2011-02-28
603,603,Hystrix indica,1401,189395860675734,2011-02-28
608,608,Columba palumbus,1040,1489765858,2011-02-28
609,609,Deroptyus accipitrinus,296,1676124906944,2011-02-28
610,610,Dendrocitta vagabunda,210,206670760,2011-02-28
618,618,Felis caracal,124,206670725,2011-02-28
623,623,Canis mesomelas,2228,105401395916,2011-02-28
624,624,Dicrostonyx groenlandicus,19,197463014939188,2011-02-28
625,625,Tyto novaehollandiae,1563,638750702637,2011-02-28
627,627,Geococcyx californianus,1995,207934051132,2011-02-28
628,628,Melophus lathami,8,537945078883,2011-02-28
630,630,Pycnonotus barbatus,1215,52096762037,2011-02-28
638,638,Panthera pardus,115,656756747842,2011-02-28
639,639,Cordylus giganteus,65,108203096943,2011-02-28
640,640,Axis axis,269,206670739,2011-02-28
641,641,Physignathus cocincinus,148,206670711,2011-02-28
645,645,Lamprotornis nitens,2348,656760542396,2011-02-28
646,646,Podargus strigoides,144,206670764,2011-02-28
647,647,Oncorhynchus nerka,19,206670691,2011-02-28
649,649,Cordylus giganteus,1115,108203096943,2011-02-28
650,650,Echimys chrysurus,1527,537115818972,2011-02-28
651,651,Cereopsis novaehollandiae,1120,206670721,2011-02-28
652,652,Pelecanus occidentalis,1061,206670734,2011-02-28
654,654,Mustela nigripes,1003,1451747082532,2011-02-28
656,656,Ovis canadensis,3536,206670723,2011-02-28
657,657,Cercatetus concinnus,19,263029574593,2011-02-28
658,658,Manouria emys,75,206670746,2011-02-28
659,659,Charadrius tricollaris,1363,189669305873243,2011-02-28
660,660,Hippotragus niger,1272,460145818838,2011-02-28
661,661,Lutra canadensis,20,168720101925,2011-02-28
663,663,Balearica pavonina,14,272729054236,2011-03-31
664,664,Echimys chrysurus,1349,537115818972,2011-03-31
665,665,Melophus lathami,2834,537945078883,2011-03-31
668,668,Psophia viridis,2190,206670770,2011-03-31
669,669,Alcelaphus buselaphus cokii,2132,181701414249,2011-03-31
670,670,Megaderma spasma,3224,206670742,2011-03-31
672,672,Crotaphytus collaris,1618,323418458,2011-03-31
673,673,Nucifraga columbiana,104,40232932742,2011-03-31
674,674,Isoodon obesulus,1236,189669356346606,2011-03-31
675,675,Rangifer tarandus,324,36740368922,2011-03-31
677,677,Actophilornis africanus,3252,272675524722,2011-03-31
679,679,unavailable,6,206670773,2011-03-31
680,680,Litrocranius walleri,2358,880888590812,2011-03-31
681,681,Petaurus breviceps,716,186494805556422,2011-03-31
684,684,Panthera pardus,6,656756747842,2011-03-31
685,685,Crotalus cerastes,6,181701369631,2011-03-31
686,686,Choloepus hoffmani,1328,186267307833917,2011-03-31
687,687,Sarkidornis melanotos,1799,108219608754,2011-03-31
688,688,unavailable,374,206670773,2011-03-31
689,689,Eumetopias jubatus,77,1540205459539,2011-03-31
690,690,Lutra canadensis,1426,168720101925,2011-03-31
691,691,Centrocercus urophasianus,1645,324918516,2011-03-31
692,692,Falco peregrinus,1190,181989439245,2011-03-31
694,694,Choriotis kori,1409,27160283895,2011-03-31
695,695,Ceratotherium simum,1345,192290937586348,2011-03-31
696,696,Haematopus ater,6,38679964783,2011-03-31
697,697,Castor fiber,1663,206670747,2011-03-31
698,698,Plegadis falcinellus,3946,181703187068,2011-03-31
699,699,Ardea cinerea,1878,206670715,2011-03-31
700,700,Eolophus roseicapillus,1345,55902523917,2011-03-31
701,701,Cyrtodactylus louisiadensis,6,95461418687,2011-03-31
704,704,Macropus giganteus,975,206670810,2011-03-31
706,706,Paradoxurus hermaphroditus,6,401722140628,2011-03-31
707,707,Isoodon obesulus,1048,189669356346606,2011-03-31
708,708,Canis aureus,1237,206670716,2011-03-31
709,709,Gekko gecko,1,263027932466,2011-03-31
710,710,Milvus migrans,1113,275505523,2011-03-31
712,712,Varanus sp.,105,264126748256,2011-03-31
716,716,Chelodina longicollis,6,206670761,2011-03-31
717,717,unavailable,2498,206670773,2011-03-31
718,718,Falco peregrinus,1132,181989439245,2011-03-31
720,720,Canis mesomelas,5,105401395916,2011-03-31
721,721,Trachyphonus vaillantii,2019,898428021820,2011-03-31
722,722,Ourebia ourebi,2413,206670693,2011-03-31
723,723,Ephippiorhynchus mycteria,201,52079200642,2011-03-31
724,724,Hymenolaimus malacorhynchus,6,206670807,2011-03-31
725,725,unavailable,2,206670773,2011-03-31
727,727,Bassariscus astutus,3002,1134069654772,2011-03-31
728,728,Falco mexicanus,59,577020561372,2011-03-31
730,730,Butorides striatus,1469,28283084613,2011-03-31
732,732,Lorythaixoides concolor,2004,206670771,2011-03-31
735,735,Amphibolurus barbatus,1276,1489764652,2011-03-31
738,738,Cabassous sp.,1641,206670692,2011-03-31
739,739,Francolinus leucoscepus,697,78217981906,2011-03-31
740,740,Laniaurius atrococcineus,585,40234253942,2011-03-31
741,741,Alouatta seniculus,662,40234001221,2011-03-31
742,742,Tauraco porphyrelophus,185,69174547266,2011-03-31
746,746,Himantopus himantopus,106,206670686,2011-03-31
747,747,Chloephaga melanoptera,1733,573917296406,2011-03-31
748,748,Trachyphonus vaillantii,367,898428021820,2011-03-31
749,749,Eubalaena australis,1395,643851054259,2011-03-31
751,751,Laniaurius atrococcineus,2075,40234253942,2011-03-31
752,752,Hystrix indica,1686,189395860675734,2011-03-31
757,757,Columba palumbus,1174,1489765858,2011-03-31
758,758,Deroptyus accipitrinus,659,1676124906944,2011-03-31
759,759,Dendrocitta vagabunda,293,206670760,2011-03-31
767,767,Felis caracal,180,206670725,2011-03-31
772,772,Canis mesomelas,2673,105401395916,2011-03-31
773,773,Dicrostonyx groenlandicus,7,197463014939188,2011-03-31
774,774,Tyto novaehollandiae,1995,638750702637,2011-03-31
776,776,Geococcyx californianus,2222,207934051132,2011-03-31
777,777,Pycnonotus barbatus,1322,52096762037,2011-03-31
782,782,Panthera pardus,204,656756747842,2011-03-31
783,783,Cordylus giganteus,128,108203096943,2011-03-31
784,784,Axis axis,306,206670739,2011-03-31
785,785,Physignathus cocincinus,358,206670711,2011-03-31
788,788,Lamprotornis nitens,2967,656760542396,2011-03-31
789,789,Podargus strigoides,132,206670764,2011-03-31
790,790,Oncorhynchus nerka,6,206670691,2011-03-31
792,792,Cordylus giganteus,1269,108203096943,2011-03-31
793,793,Echimys chrysurus,1565,537115818972,2011-03-31
794,794,Cereopsis novaehollandiae,1264,206670721,2011-03-31
795,795,Pelecanus occidentalis,1131,206670734,2011-03-31
797,797,Mustela nigripes,1065,1451747082532,2011-03-31
799,799,Ovis canadensis,4180,206670723,2011-03-31
800,800,Cercatetus concinnus,6,263029574593,2011-03-31
801,801,Manouria emys,139,206670746,2011-03-31
802,802,Charadrius tricollaris,1607,189669305873243,2011-03-31
803,803,Hippotragus niger,1431,460145818838,2011-03-31
804,804,Lutra canadensis,54,168720101925,2011-03-31
806,806,Balearica pavonina,11,272729054236,2011-04-30
807,807,Echimys chrysurus,1078,537115818972,2011-04-30
808,808,Melophus lathami,2326,537945078883,2011-04-30
811,811,Psophia viridis,1880,206670770,2011-04-30
812,812,Alcelaphus buselaphus cokii,1889,181701414249,2011-04-30
813,813,Megaderma spasma,3309,206670742,2011-04-30
814,814,Crotaphytus collaris,1289,323418458,2011-04-30
815,815,Nucifraga columbiana,67,40232932742,2011-04-30
816,816,Isoodon obesulus,1014,189669356346606,2011-04-30
817,817,Rangifer tarandus,187,36740368922,2011-04-30
819,819,Actophilornis africanus,2833,272675524722,2011-04-30
821,821,unavailable,13,206670773,2011-04-30
822,822,Litrocranius walleri,1362,880888590812,2011-04-30
823,823,Petaurus breviceps,440,186494805556422,2011-04-30
826,826,Panthera pardus,13,656756747842,2011-04-30
827,827,Crotalus cerastes,13,181701369631,2011-04-30
828,828,Choloepus hoffmani,1090,186267307833917,2011-04-30
829,829,Sarkidornis melanotos,1404,108219608754,2011-04-30
830,830,unavailable,322,206670773,2011-04-30
831,831,Eumetopias jubatus,31,1540205459539,2011-04-30
832,832,Lutra canadensis,1103,168720101925,2011-04-30
833,833,Centrocercus urophasianus,1341,324918516,2011-04-30
834,834,Falco peregrinus,950,181989439245,2011-04-30
836,836,Choriotis kori,1070,27160283895,2011-04-30
837,837,Ceratotherium simum,1000,192290937586348,2011-04-30
838,838,Haematopus ater,13,38679964783,2011-04-30
839,839,Castor fiber,1498,206670747,2011-04-30
840,840,Plegadis falcinellus,3472,181703187068,2011-04-30
841,841,Ardea cinerea,1568,206670715,2011-04-30
842,842,Eolophus roseicapillus,1095,55902523917,2011-04-30
843,843,Cyrtodactylus louisiadensis,13,95461418687,2011-04-30
846,846,Macropus giganteus,750,206670810,2011-04-30
848,848,Paradoxurus hermaphroditus,13,401722140628,2011-04-30
849,849,Isoodon obesulus,911,189669356346606,2011-04-30
850,850,Canis aureus,997,206670716,2011-04-30
851,851,Milvus migrans,977,275505523,2011-04-30
854,854,Varanus sp.,40,264126748256,2011-04-30
859,859,Chelodina longicollis,13,206670761,2011-04-30
860,860,unavailable,2498,206670773,2011-04-30
861,861,Falco peregrinus,1369,181989439245,2011-04-30
863,863,Canis mesomelas,10,105401395916,2011-04-30
864,864,Trachyphonus vaillantii,1597,898428021820,2011-04-30
865,865,Ourebia ourebi,1866,206670693,2011-04-30
866,866,Ephippiorhynchus mycteria,144,52079200642,2011-04-30
867,867,Hymenolaimus malacorhynchus,13,206670807,2011-04-30
869,869,Bassariscus astutus,2649,1134069654772,2011-04-30
870,870,Falco mexicanus,67,577020561372,2011-04-30
871,871,Butorides striatus,1227,28283084613,2011-04-30
873,873,Lorythaixoides concolor,1678,206670771,2011-04-30
876,876,Amphibolurus barbatus,993,1489764652,2011-04-30
879,879,Cabassous sp.,1326,206670692,2011-04-30
880,880,Francolinus leucoscepus,508,78217981906,2011-04-30
